departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio El Suspiro,"2,003",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.437183,-73.287706,Accidente por MAP,"(8.437183, -73.287706)",Fuerza pública
BOLIVAR,13,SAN PABLO,"13,670",Rural,Sin Información,"2,002",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.395,-74.078,Accidente por MAP,"(7.395, -74.078)",Fuerza pública
CUNDINAMARCA,25,LA PALMA,"25,394",Rural,Vereda La Talanquera,"2,003",2,Mayor de 18 años,no,Civil,Herido,Masculino,5.359147,-74.390704,Accidente por MAP,"(5.359147, -74.390704)",Sin Información
HUILA,41,COLOMBIA,"41,206",Rural,Cuchilla Gigante,"2,004",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.712222,-74.613056,Accidente por MAP,"(3.712222, -74.613056)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sector Caño Morrocoy,"2,005",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.626944,-75.048889,Accidente por MAP,"(9.626944, -75.048889)",Fuerza pública
CORDOBA,23,PUERTO LIBERTADOR,"23,580",Rural,Vereda Palitos,"2,008",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.689167,-75.708056,Accidente por MAP,"(7.689167, -75.708056)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,"Sector Leño, Cerro De Las Mercedes","2,005",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,"Sector Leño, Cerro De Las Mercedes","2,005",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sector La Florida,"2,008",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.400556,-75.717778,Accidente por MAP,"(7.400556, -75.717778)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sector La Florida,"2,008",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.400556,-75.717778,Accidente por MAP,"(7.400556, -75.717778)",Fuerza pública
CAUCA,19,EL TAMBO,"19,256",Rural,Vereda La Paloma,"2,004",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.385833,-76.991389,Accidente por MAP,"(2.385833, -76.991389)",Fuerza pública
CORDOBA,23,TIERRALTA,"23,807",Rural,Vereda Platanillo,"2,005",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.644167,-76.161389,Accidente por MAP,"(7.644167, -76.161389)",Fuerza pública
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Mayor de 18 años,no,Civil,Herido,Femenino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Mayor de 18 años,no,Civil,Herido,Femenino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Mayor de 18 años,no,Civil,Herido,Masculino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Menor de 18 años,no,Civil,Herido,Masculino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Menor de 18 años,no,Civil,Herido,Femenino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Menor de 18 años,no,Civil,Herido,Femenino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Menor de 18 años,no,Civil,Herido,Masculino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Sin Información
ANTIOQUIA,5,YARUMAL,"5,887",Rural,Sin Información,"2,006",7,Menor de 18 años,no,Civil,Herido,Masculino,7.071255,-75.354566,Accidente por MAP,"(7.071255, -75.354566)",Área Despejada
MAGDALENA,47,CIÉNAGA,"47,189",Rural,Corregimiento Palmor,"2,001",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,10.99492,-74.225174,Accidente por MAP,"(10.99492, -74.225174)",Fuerza pública
VALLE DEL CAUCA,76,BUGALAGRANDE,"76,113",Rural,Parque De Galicia,"1,999",5,Menor de 18 años,no,Civil,Herido,Femenino,4.206348,-76.162167,Accidente por MUSE,"(4.206348, -76.162167)",Jugando
ARAUCA,81,TAME,"81,794",Rural,Laureles,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Laureles,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Laureles,"2,007",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Laureles,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
CAQUETA,18,EL PAUJIL,"18,256",Rural,Vereda Líbano,"2,002",2,Mayor de 18 años,no,Civil,Herido,Femenino,1.570034,-75.32675,Accidente por MAP,"(1.570034, -75.32675)",Sin Información
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Cerro El Loro,"2,005",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.251,-75.19,Accidente por MAP,"(7.251, -75.19)",Fuerza pública
ANTIOQUIA,5,SONSÓN,"5,756",Rural,Vereda La Honda,"2,002",8,Menor de 18 años,no,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Sin Información
VALLE DEL CAUCA,76,PRADERA,"76,563",Rural,Vereda Brisas,"2,008",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.372723,-76.255928,Accidente por MAP,"(3.372723, -76.255928)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Sector Puerto Colombia,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,0.269444,-76.419167,Accidente por MAP,"(0.269444, -76.419167)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Sector Puerto Colombia,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,0.269444,-76.419167,Accidente por MAP,"(0.269444, -76.419167)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Sector Puerto Colombia,"2,007",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,0.269444,-76.419167,Accidente por MAP,"(0.269444, -76.419167)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,"86,568",Rural,Sector Puerto Colombia,"2,007",11,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,0.269444,-76.419167,Accidente por MAP,"(0.269444, -76.419167)",Fuerza pública
META,50,URIBE,"50,370",Rural,Yavia,"2,003",9,Mayor de 18 años,no,Civil,Herido,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)",Agricultura
ARAUCA,81,TAME,"81,794",Rural,Sector Lágrimas,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.473056,-71.2725,Accidente por MAP,"(6.473056, -71.2725)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sector Lágrimas,"2,007",10,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.473056,-71.2725,Accidente por MAP,"(6.473056, -71.2725)",Fuerza pública
CASANARE,85,SÁCAMA,"85,315",Rural,Vereda Aguas Claras,"2,005",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.138056,-72.101389,Accidente por MAP,"(6.138056, -72.101389)",Fuerza pública
META,50,PUERTO GAITÁN,"50,568",Rural,Sector Campo Rubiales,"2,006",6,Mayor de 18 años,no,Civil,Herido,Masculino,4.312939,-72.082187,Accidente por MAP,"(4.312939, -72.082187)",Viajando
ANTIOQUIA,5,COCORNÁ,"5,197",Urbana,Sector Urbano Plaza Principal,"2,002",5,Mayor de 18 años,no,Civil,Herido,Femenino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)",Sin Información
META,50,MESETAS,"50,330",Rural,Vereda Alto Andes,"2,002",6,Menor de 18 años,no,Civil,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)",Jugando
META,50,MESETAS,"50,330",Rural,Vereda Alto Andes,"2,002",6,Menor de 18 años,no,Civil,Herido,Masculino,3.380371,-74.042419,Accidente por MAP,"(3.380371, -74.042419)","Pasando, estando cerca"
CAQUETA,18,MONTAÑITA,"18,410",Rural,Cerca Al Río Suncilla,"2,007",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.160556,-75.076389,Accidente por MAP,"(1.160556, -75.076389)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Cerca Al Río Suncilla,"2,007",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.160556,-75.076389,Accidente por MAP,"(1.160556, -75.076389)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Cerca Al Río Suncilla,"2,007",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.160556,-75.076389,Accidente por MAP,"(1.160556, -75.076389)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Cerca Al Río Suncilla,"2,007",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.160556,-75.076389,Accidente por MAP,"(1.160556, -75.076389)",Fuerza pública
VALLE DEL CAUCA,76,PALMIRA,"76,520",Rural,Vereda Tenerife Sitio La Quisquina,"2,007",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.564444,-76.203056,Accidente por MAP,"(3.564444, -76.203056)",Fuerza pública
VALLE DEL CAUCA,76,PALMIRA,"76,520",Rural,Vereda Tenerife Sitio La Quisquina,"2,007",5,Mayor de 18 años,no,Civil,Herido,Masculino,3.564444,-76.203056,Accidente por MAP,"(3.564444, -76.203056)","Pasando, estando cerca"
VALLE DEL CAUCA,76,PALMIRA,"76,520",Rural,Vereda Tenerife Sitio La Quisquina,"2,007",5,Mayor de 18 años,no,Civil,Herido,Sin Información,3.564444,-76.203056,Accidente por MAP,"(3.564444, -76.203056)","Pasando, estando cerca"
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
CAUCA,19,SUÁREZ,"19,780",Rural,Vereda El Amparo,"2,006",9,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.956944,-76.709444,Accidente por MAP,"(2.956944, -76.709444)",Fuerza pública
ANTIOQUIA,5,ANGOSTURA,"5,038",Rural,Vereda La Culebra,"2,003",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.885866,-75.335458,Accidente por MAP,"(6.885866, -75.335458)",Fuerza pública
ANTIOQUIA,5,ANGOSTURA,"5,038",Rural,Vereda La Culebra,"2,003",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.885866,-75.335458,Accidente por MAP,"(6.885866, -75.335458)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sin Información,"2,002",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.473333,-71.515556,Accidente por MAP,"(6.473333, -71.515556)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sin Información,"2,002",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.473333,-71.515556,Accidente por MAP,"(6.473333, -71.515556)",Fuerza pública
ARAUCA,81,SARAVENA,"81,736",Rural,Vereda El Pescado,"2,003",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.958339,-71.878277,Accidente por MAP,"(6.958339, -71.878277)",Fuerza pública
CHOCO,27,TADÓ,"27,787",Rural,A 500 Metros Del Puente Mumbú,"2,004",3,Mayor de 18 años,no,Civil,Herido,Masculino,5.26466,-76.559733,Accidente por MAP,"(5.26466, -76.559733)","Pasando, estando cerca"
PUTUMAYO,86,VILLAGARZÓN,"86,885",Rural,Corregimiento Umbría,"2,003",2,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.030552,-76.616386,Accidente por MAP,"(1.030552, -76.616386)",Fuerza pública
PUTUMAYO,86,VILLAGARZÓN,"86,885",Rural,Corregimiento Umbría,"2,003",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.030552,-76.616386,Accidente por MAP,"(1.030552, -76.616386)",Fuerza pública
TOLIMA,73,RIOBLANCO,"73,616",Rural,Vereda La Llanet,"2,007",3,Mayor de 18 años,no,Civil,Herido,Masculino,3.529701,-75.644823,Accidente por MAP,"(3.529701, -75.644823)",Sin Información
ANTIOQUIA,5,VALDIVIA,"5,854",Rural,Alto El Oso,"2,005",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.312222,-75.227778,Accidente por MAP,"(7.312222, -75.227778)",Fuerza pública
CUNDINAMARCA,25,TOPAIPÍ,"25,823",Rural,Sin Información,"2,003",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,5.339167,-74.353333,Accidente por MAP,"(5.339167, -74.353333)",Fuerza pública
ANTIOQUIA,5,SANTUARIO,"5,697",Rural,Sin Información,"2,000",8,Menor de 18 años,no,Civil,Herido,Masculino,6.136617,-75.264829,Accidente por MUSE,"(6.136617, -75.264829)","Pasando, estando cerca"
ANTIOQUIA,5,SANTUARIO,"5,697",Rural,Sin Información,"2,000",8,Menor de 18 años,no,Civil,Muerto,Masculino,6.136617,-75.264829,Accidente por MUSE,"(6.136617, -75.264829)","Pasando, estando cerca"
PUTUMAYO,86,ORITO,"86,320",Rural,Vereda Monserrate,"2,002",5,Mayor de 18 años,no,Civil,Herido,Masculino,0.664866,-76.869171,Accidente por MAP,"(0.664866, -76.869171)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Sin Información,"2,007",4,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
ANTIOQUIA,5,URRAO,"5,847",Rural,Vereda Chaque,"2,003",2,Mayor de 18 años,no,Civil,Herido,Femenino,6.315899,-76.134258,Accidente por MAP,"(6.315899, -76.134258)",Agricultura
ANTIOQUIA,5,URRAO,"5,847",Rural,Vereda Chaque,"2,003",2,Menor de 18 años,no,Civil,Herido,Masculino,6.315899,-76.134258,Accidente por MAP,"(6.315899, -76.134258)",Sin Información
ANTIOQUIA,5,URRAO,"5,847",Rural,Vereda Chaque,"2,003",2,Menor de 18 años,no,Civil,Herido,Masculino,6.315899,-76.134258,Accidente por MAP,"(6.315899, -76.134258)",Sin Información
TOLIMA,73,PLANADAS,"73,555",Rural,Los Guayabos,"2,007",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.996389,-75.796667,Accidente por MAP,"(2.996389, -75.796667)",Fuerza pública
META,50,MESETAS,"50,330",Rural,Sin Información,"2,005",11,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.328056,-74.052778,Accidente por MAP,"(3.328056, -74.052778)",Fuerza pública
BOLIVAR,13,SAN PABLO,"13,670",Rural,Vereda Tanacué,"2,003",2,Menor de 18 años,no,Civil,Herido,Femenino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)","Pasando, estando cerca"
SUCRE,70,OVEJAS,"70,508",Rural,Sin Información,"1,996",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.517463,-75.229197,Accidente por MAP,"(9.517463, -75.229197)",Fuerza pública
SUCRE,70,OVEJAS,"70,508",Rural,Sin Información,"1,996",11,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,9.517463,-75.229197,Accidente por MAP,"(9.517463, -75.229197)",Fuerza pública
SUCRE,70,OVEJAS,"70,508",Rural,Sin Información,"1,996",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.517463,-75.229197,Accidente por MAP,"(9.517463, -75.229197)",Fuerza pública
ANTIOQUIA,5,ZARAGOZA,"5,895",Rural,Vereda Vegas De Segovia,"2,000",11,Mayor de 18 años,no,Civil,Herido,Masculino,7.490632,-74.867778,Accidente por MAP,"(7.490632, -74.867778)","Pasando, estando cerca"
ANTIOQUIA,5,VEGACHÍ,"5,858",Rural,Sin Información,"2,003",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.866111,-74.880833,Accidente por MAP,"(6.866111, -74.880833)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sin Información,"2,005",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Las Brisas,"2,006",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.875556,-73.633333,Accidente por MAP,"(2.875556, -73.633333)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Sitio Los Laureles,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Fuerza pública
CAUCA,19,EL TAMBO,"19,256",Rural,El Plateado,"2,006",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.4825,-77.128056,Accidente por MAP,"(2.4825, -77.128056)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda El Oso,"2,006",9,Mayor de 18 años,no,Civil,Herido,Masculino,7.643934,-75.529175,Accidente por MAP,"(7.643934, -75.529175)",Sin Información
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda Alto Chocó,"2,004",1,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Fuerza pública
NARIÑO,52,POLICARPA,"52,540",Rural,Sin Información,"2,006",3,Mayor de 18 años,no,Civil,Herido,Femenino,1.628192,-77.459098,Accidente por MAP,"(1.628192, -77.459098)",Sin Información
CUNDINAMARCA,25,LA PALMA,"25,394",Rural,Vereda La Enfandosa,"2,003",6,Mayor de 18 años,no,Civil,Herido,Masculino,5.359147,-74.390704,Accidente por MAP,"(5.359147, -74.390704)","Pasando, estando cerca"
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,Vereda La Esperanza,"2,007",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.724722,-72.956389,Accidente por MAP,"(8.724722, -72.956389)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Vereda Guarapales,"2,007",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.608056,-73.255278,Accidente por MAP,"(8.608056, -73.255278)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Vereda Guarapales,"2,007",6,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.608056,-73.255278,Accidente por MAP,"(8.608056, -73.255278)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Vereda Guarapales,"2,007",6,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.608056,-73.255278,Accidente por MAP,"(8.608056, -73.255278)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Vereda Guarapales,"2,007",6,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.608056,-73.255278,Accidente por MAP,"(8.608056, -73.255278)",Fuerza pública
ANTIOQUIA,5,SAN LUIS,"5,660",Rural,Vereda El Silencio,"2,006",12,Mayor de 18 años,no,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Sin Información
ANTIOQUIA,5,SAN LUIS,"5,660",Rural,Vereda El Silencio,"2,006",12,Menor de 18 años,no,Civil,Herido,Masculino,6.042723,-74.994899,Accidente por MAP,"(6.042723, -74.994899)",Sin Información
TOLIMA,73,LÉRIDA,"73,408",Urbana,Sin Información,"2,002",3,Menor de 18 años,no,Civil,Herido,Masculino,4.860094,-74.903496,Accidente por MUSE,"(4.860094, -74.903496)",Sin Información
TOLIMA,73,LÉRIDA,"73,408",Urbana,Sin Información,"2,002",3,Menor de 18 años,no,Civil,Muerto,Masculino,4.860094,-74.903496,Accidente por MUSE,"(4.860094, -74.903496)",Sin Información
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Quebrada El Castillo,"2,004",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.886111,-73.034167,Accidente por MAP,"(8.886111, -73.034167)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Quebrada El Castillo,"2,004",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.886111,-73.034167,Accidente por MAP,"(8.886111, -73.034167)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Quebrada El Castillo,"2,004",7,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.886111,-73.034167,Accidente por MAP,"(8.886111, -73.034167)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Quebrada El Castillo,"2,004",7,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.886111,-73.034167,Accidente por MAP,"(8.886111, -73.034167)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Caño Animas,"2,008",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.662778,-73.764167,Accidente por MAP,"(2.662778, -73.764167)",Fuerza pública
META,50,EL CASTILLO,"50,251",Rural,Sector Yamanes Miravalle,"2,005",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.610833,-73.950556,Accidente por MAP,"(3.610833, -73.950556)",Fuerza pública
META,50,EL CASTILLO,"50,251",Rural,Sector Yamanes Miravalle,"2,005",8,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.610833,-73.950556,Accidente por MAP,"(3.610833, -73.950556)",Fuerza pública
META,50,EL CASTILLO,"50,251",Rural,Sector Yamanes Miravalle,"2,005",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.610833,-73.950556,Accidente por MAP,"(3.610833, -73.950556)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Vereda Punto 30 Cerca De La Escuela,"2,004",1,Mayor de 18 años,no,Civil,Herido,Femenino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Sin Información
