departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CAUCA,19,BALBOA,"19,075",Rural,Sin Información,"2,006",9,Mayor de 18 años,no,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)",Erradicador manual - PCI
CAUCA,19,BALBOA,"19,075",Rural,Sin Información,"2,006",9,Mayor de 18 años,no,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)",Erradicador manual - PCI
BOLIVAR,13,SANTA ROSA DEL SUR,"13,688",Rural,Vereda El Golfo,"2,010",2,Menor de 18 años,no,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)",Jugando
META,50,URIBE,"50,370",Rural,Vereda Candilejas,"2,009",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.0508333333333333,-74.44111111111111,Accidente por MAP,"(3.0508333333333333, -74.44111111111111)",Fuerza pública
NARIÑO,52,SANTA CRUZ,"52,699",Rural,Sin Información,"2,008",5,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,1.22182,-77.677265,Accidente por MAP,"(1.22182, -77.677265)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Sin Información,"2,007",2,Menor de 18 años,no,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Sin Información,"2,006",11,Mayor de 18 años,no,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
ARAUCA,81,TAME,"81,794",Rural,Vereda Algarrobo,"2,009",1,Mayor de 18 años,no,Civil,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
ARAUCA,81,TAME,"81,794",Rural,Vereda Algarrobo,"2,009",1,Mayor de 18 años,no,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Sin Información,"2,009",9,Mayor de 18 años,no,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,"86,865",Rural,Vereda El Tigre,"2,008",8,Mayor de 18 años,no,Civil,Muerto,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicador manual - PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,"86,865",Rural,Vereda El Tigre,"2,008",8,Mayor de 18 años,no,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicacion de cultivos ilicitos
ANTIOQUIA,5,SAN LUIS,"5,660",Rural,Quebrada Minarica,"2,008",10,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.058611111111111,-75.06555555555556,Accidente por MAP,"(6.058611111111111, -75.06555555555556)",Fuerza pública
CAQUETA,18,SAN JOSÉ DEL FRAGUA,"18,610",Rural,Vereda Buenos Aires,"2,009",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.27055555555556,-76.1913888888889,Accidente por MAP,"(1.27055555555556, -76.1913888888889)",Fuerza pública
VALLE DEL CAUCA,76,PRADERA,"76,563",Rural,Sin Información,"2,009",2,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.433,-76.083,Accidente por MAP,"(3.433, -76.083)",Fuerza pública
HUILA,41,PALERMO,"41,524",Rural,Vereda Las Brisas,"2,008",12,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,2.8929869444444445,-75.44086194444445,Accidente por MAP,"(2.8929869444444445, -75.44086194444445)",Fuerza pública
HUILA,41,PALERMO,"41,524",Rural,Vereda Las Brisas,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.8929869444444445,-75.44086194444445,Accidente por MAP,"(2.8929869444444445, -75.44086194444445)",Fuerza pública
HUILA,41,PALERMO,"41,524",Rural,Vereda Las Brisas,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.8929869444444445,-75.44086194444445,Accidente por MAP,"(2.8929869444444445, -75.44086194444445)",Fuerza pública
HUILA,41,PALERMO,"41,524",Rural,Vereda Las Brisas,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.8929869444444445,-75.44086194444445,Accidente por MAP,"(2.8929869444444445, -75.44086194444445)",Fuerza pública
HUILA,41,PALERMO,"41,524",Rural,Vereda Las Brisas,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.8929869444444445,-75.44086194444445,Accidente por MAP,"(2.8929869444444445, -75.44086194444445)",Fuerza pública
CORDOBA,23,TIERRALTA,"23,807",Rural,Río Antezales,"2,008",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.445833333333334,-76.14361111111111,Accidente por MAP,"(7.445833333333334, -76.14361111111111)",Fuerza pública
CORDOBA,23,TIERRALTA,"23,807",Rural,Río Antezales,"2,008",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.445833333333334,-76.14361111111111,Accidente por MAP,"(7.445833333333334, -76.14361111111111)",Fuerza pública
CORDOBA,23,TIERRALTA,"23,807",Rural,Río Antezales,"2,008",11,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.445833333333334,-76.14361111111111,Accidente por MAP,"(7.445833333333334, -76.14361111111111)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Los Campamentos,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.222222222222222,-75.05833333333334,Accidente por MAP,"(7.222222222222222, -75.05833333333334)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Los Campamentos,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.222222222222222,-75.05833333333334,Accidente por MAP,"(7.222222222222222, -75.05833333333334)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Los Campamentos,"2,008",12,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.222222222222222,-75.05833333333334,Accidente por MAP,"(7.222222222222222, -75.05833333333334)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Betania,"2,009",4,Menor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Betania,"2,009",4,Mayor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Betania,"2,009",4,Mayor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Betania,"2,009",4,Mayor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Betania,"2,009",8,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.4791666666666667,-77.76388888888889,Accidente por MAP,"(1.4791666666666667, -77.76388888888889)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Conguital,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.3694444444444445,-75.77694444444444,Accidente por MAP,"(7.3694444444444445, -75.77694444444444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Conguital,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.3694444444444445,-75.77694444444444,Accidente por MAP,"(7.3694444444444445, -75.77694444444444)",Fuerza pública
VAUPES,97,CARURÚ,"97,161",Rural,Arara,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.115,-71.56083333333333,Accidente por MAP,"(1.115, -71.56083333333333)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Embaretado,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.491666666666666,-75.47361111111111,Accidente por MAP,"(7.491666666666666, -75.47361111111111)",Fuerza pública
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,"95,001",Rural,El Barranco Colorado,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.8019444444444446,-71.81972222222223,Accidente por MAP,"(2.8019444444444446, -71.81972222222223)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Quebrada Ciénaga,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.448333333333333,-75.45333333333333,Accidente por MAP,"(7.448333333333333, -75.45333333333333)",Fuerza pública
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,Sin Información,"2,008",8,Mayor de 18 años,no,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Erradicador manual - PCI
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,Sin Información,"2,008",8,Mayor de 18 años,no,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Erradicador manual - PCI
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,Sin Información,"2,008",8,Mayor de 18 años,no,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Erradicador manual - PCI
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda San Diego,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.5258333333333334,-77.77944444444445,Accidente por MAP,"(1.5258333333333334, -77.77944444444445)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda San Diego,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.5258333333333334,-77.77944444444445,Accidente por MAP,"(1.5258333333333334, -77.77944444444445)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Tagual,"2,010",3,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,7.286388888888889,-75.95944444444444,Accidente por MAP,"(7.286388888888889, -75.95944444444444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,El Edén,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.341388888888889,-75.95,Accidente por MAP,"(7.341388888888889, -75.95)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Esmeralda,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.033888888888889,-73.885,Accidente por MAP,"(3.033888888888889, -73.885)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Alto El Tigre,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.342777777777778,-73.05,Accidente por MAP,"(8.342777777777778, -73.05)",Fuerza pública
HUILA,41,ISNOS,"41,359",Rural,Las Quisayas,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.929816,-76.216388,Accidente por MAP,"(1.929816, -76.216388)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,El Llanon,"2,010",3,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.248055555555556,-73.03972222222222,Accidente por MAP,"(8.248055555555556, -73.03972222222222)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Cuchilla Galerón,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.37138888888889,-73.0261111111111,Accidente por MAP,"(8.37138888888889, -73.0261111111111)",Fuerza pública
CAUCA,19,CORINTO,"19,212",Rural,Vereda San Pablo,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.1686111111111113,-76.18027777777777,Accidente por MAP,"(3.1686111111111113, -76.18027777777777)",Fuerza pública
CAUCA,19,CORINTO,"19,212",Rural,Vereda San Pablo,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.1686111111111113,-76.18027777777777,Accidente por MAP,"(3.1686111111111113, -76.18027777777777)",Fuerza pública
CAUCA,19,CORINTO,"19,212",Rural,Vereda San Pablo,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.1686111111111113,-76.18027777777777,Accidente por MAP,"(3.1686111111111113, -76.18027777777777)",Fuerza pública
CAUCA,19,CORINTO,"19,212",Rural,Vereda San Pablo,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.1686111111111113,-76.18027777777777,Accidente por MAP,"(3.1686111111111113, -76.18027777777777)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,El Tropezón,"2,010",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.486666666666666,-71.38388888888889,Accidente por MAP,"(6.486666666666666, -71.38388888888889)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,El Llanon,"2,010",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,8.248055555555556,-73.04,Accidente por MAP,"(8.248055555555556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,El Llanon,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.248055555555556,-73.04,Accidente por MAP,"(8.248055555555556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,El Llanon,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.248055555555556,-73.04,Accidente por MAP,"(8.248055555555556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,El Llanon,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.248055555555556,-73.04,Accidente por MAP,"(8.248055555555556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,Cerró San Luis,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.245833333333334,-73.0325,Accidente por MAP,"(8.245833333333334, -73.0325)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,"54,003",Rural,Cerró San Luis,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.245833333333334,-73.0325,Accidente por MAP,"(8.245833333333334, -73.0325)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Cuchilla Galerón,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.378055555555555,-73.02805555555555,Accidente por MAP,"(8.378055555555555, -73.02805555555555)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Tres Cruces,"2,010",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.810555555555555,-71.08722222222222,Accidente por MAP,"(6.810555555555555, -71.08722222222222)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Tres Cruces,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,6.810555555555555,-71.08722222222222,Accidente por MAP,"(6.810555555555555, -71.08722222222222)",Fuerza pública
ANTIOQUIA,5,URRAO,"5,847",Rural,Río Murry,"2,010",4,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,6.546666666666667,-76.43916666666667,Accidente por MAP,"(6.546666666666667, -76.43916666666667)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Vereda Cajones,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.266388888888889,-76.11583333333333,Accidente por MAP,"(3.266388888888889, -76.11583333333333)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,"5,854",Rural,La Alemana,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.328611111111111,-75.2936111111111,Accidente por MAP,"(7.328611111111111, -75.2936111111111)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda La Paloma,"2,009",7,Mayor de 18 años,no,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NORTE DE SANTANDER,54,SAN CALIXTO,"54,670",Rural,Vereda San Luis,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,8.457222222222223,-73.11805555555556,Accidente por MAP,"(8.457222222222223, -73.11805555555556)",Fuerza pública
VALLE DEL CAUCA,76,TULUÁ,"76,834",Rural,Vereda El Vergel,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,4.027777777777778,-76.1,Accidente por MAP,"(4.027777777777778, -76.1)",Fuerza pública
CAQUETA,18,SOLANO,"18,756",Rural,El Jardín,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.0358333333333334,-75.12555555555555,Accidente por MAP,"(1.0358333333333334, -75.12555555555555)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Vereda Cajones,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.241388888888889,-76.1036111111111,Accidente por MAP,"(3.241388888888889, -76.1036111111111)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda El Tigre,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.4738888888888888,-77.82222222222222,Accidente por MAP,"(1.4738888888888888, -77.82222222222222)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Quebrada Bocanegra,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.416666666666667,-75.43805555555555,Accidente por MAP,"(7.416666666666667, -75.43805555555555)",Fuerza pública
META,50,MESETAS,"50,330",Rural,Las Colinas,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.235,-74.07472222222222,Accidente por MAP,"(3.235, -74.07472222222222)",Fuerza pública
ANTIOQUIA,5,ITUANGO,"5,361",Rural,El Suspiro,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.2811111111111115,-75.94638888888889,Accidente por MAP,"(7.2811111111111115, -75.94638888888889)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Planadas,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.4708333333333332,-77.84333333333333,Accidente por MAP,"(1.4708333333333332, -77.84333333333333)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda La Montufar,"2,008",3,Mayor de 18 años,no,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Transito por via usual
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda La Montufar,"2,010",4,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.4730555555555556,-77.83666666666667,Accidente por MAP,"(1.4730555555555556, -77.83666666666667)",Fuerza pública
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Los Pinos,"2,008",11,Mayor de 18 años,no,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Los Pinos,"2,008",11,Mayor de 18 años,no,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Los Pinos,"2,008",11,Mayor de 18 años,no,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
ANTIOQUIA,5,APARTADÓ,"5,045",Rural,Vereda Chontalito,"2,010",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,7.941666666666666,-76.51555555555555,Accidente por MAP,"(7.941666666666666, -76.51555555555555)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,"5,045",Rural,Vereda Chontalito,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,7.941666666666666,-76.51555555555555,Accidente por MAP,"(7.941666666666666, -76.51555555555555)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Buenavista,"2,010",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.4927777777777778,-77.71722222222222,Accidente por MAP,"(1.4927777777777778, -77.71722222222222)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Buenavista,"2,010",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,1.4927777777777778,-77.71722222222222,Accidente por MAP,"(1.4927777777777778, -77.71722222222222)",Fuerza pública
NARIÑO,52,SAMANIEGO,"52,678",Rural,Vereda Buenavista,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,1.4927777777777778,-77.71722222222222,Accidente por MAP,"(1.4927777777777778, -77.71722222222222)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Vereda Los Alpes,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.2519444444444443,-76.10861111111112,Accidente por MAP,"(3.2519444444444443, -76.10861111111112)",Fuerza pública
CAUCA,19,EL TAMBO,"19,256",Rural,Huisito,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,2.4633333333333334,-77.05972222222222,Accidente por MAP,"(2.4633333333333334, -77.05972222222222)",Fuerza pública
VICHADA,99,CUMARIBO,"99,773",Rural,Puerto Príncipe,"2,010",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.799166666666667,-70.59277777777778,Accidente por MAP,"(3.799166666666667, -70.59277777777778)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Vereda El Placer,"2,010",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.096388888888889,-76.30388888888889,Accidente por MAP,"(3.096388888888889, -76.30388888888889)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Vereda El Placer,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.096388888888889,-76.30388888888889,Accidente por MAP,"(3.096388888888889, -76.30388888888889)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Vereda El Placer,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.096388888888889,-76.30388888888889,Accidente por MAP,"(3.096388888888889, -76.30388888888889)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Vereda El Placer,"2,010",5,Mayor de 18 años,no,Fuerza pública,Muerto,Masculino,3.096388888888889,-76.30388888888889,Accidente por MAP,"(3.096388888888889, -76.30388888888889)",Fuerza pública
CAUCA,19,CALOTO,"19,142",Rural,Vereda El Placer,"2,010",5,Mayor de 18 años,no,Fuerza pública,Herido,Masculino,3.096388888888889,-76.30388888888889,Accidente por MAP,"(3.096388888888889, -76.30388888888889)",Fuerza pública
